crop_name,disease_name,symptoms,recommended_fertilizers,recommended_insecticides,image_url
Grapes,Root Rot,Water-soaked lesions,"Calcium, Nitrogen","Spinosad, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Grapes,Wilt,Yellowing leaves,"Calcium, Phosphorous","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Grapes,Anthracnose,Chlorosis,"Calcium, Sulfur","Imidacloprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Grapes,Smut,Chlorosis,"Magnesium, Phosphorous","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Grapes,Scab,Yellowing leaves,"Potassium, Phosphorous","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Grapes,Mosaic Virus,Wilting,"Calcium, Sulfur","Cypermethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Papaya,Leaf Blight,Leaf curling,"Potassium, Sulfur","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Papaya,Rust,Stunted growth,"Phosphorous, Potassium","Carbaryl, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Papaya,Powdery Mildew,White powdery coating,"Calcium, Phosphorous","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Papaya,Downy Mildew,Yellowing leaves,"Potassium, Nitrogen","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Papaya,Root Rot,Chlorosis,"Nitrogen, Calcium","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Papaya,Wilt,Chlorosis,"Sulfur, Nitrogen","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Papaya,Anthracnose,Wilting,"Nitrogen, Calcium","Carbaryl, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Papaya,Smut,Necrotic areas,"Magnesium, Nitrogen","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Papaya,Scab,Yellowing leaves,"Potassium, Magnesium","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Papaya,Mosaic Virus,Wilting,"Magnesium, Sulfur","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pineapple,Leaf Blight,Leaf curling,"Phosphorous, Potassium","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pineapple,Rust,Dark spots,"Sulfur, Magnesium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pineapple,Powdery Mildew,Yellowing leaves,"Magnesium, Calcium","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pineapple,Downy Mildew,Water-soaked lesions,"Magnesium, Nitrogen","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pineapple,Root Rot,Dark spots,"Magnesium, Potassium","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pineapple,Wilt,Leaf curling,"Potassium, Calcium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pineapple,Anthracnose,Necrotic areas,"Sulfur, Phosphorous","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pineapple,Smut,Chlorosis,"Nitrogen, Potassium","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pineapple,Scab,Leaf curling,"Sulfur, Magnesium","Lambda-cyhalothrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pineapple,Mosaic Virus,Necrotic areas,"Phosphorous, Magnesium","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Strawberry,Leaf Blight,Water-soaked lesions,"Potassium, Sulfur","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Strawberry,Rust,Dark spots,"Sulfur, Magnesium","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Strawberry,Powdery Mildew,Fungal patches,"Nitrogen, Potassium","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Strawberry,Downy Mildew,Leaf curling,"Phosphorous, Calcium","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Strawberry,Root Rot,Dark spots,"Magnesium, Calcium","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Strawberry,Wilt,White powdery coating,"Phosphorous, Potassium","Thiamethoxam, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Strawberry,Anthracnose,Stunted growth,"Phosphorous, Magnesium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Strawberry,Smut,White powdery coating,"Nitrogen, Potassium","Acetamiprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Strawberry,Scab,White powdery coating,"Nitrogen, Magnesium","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Strawberry,Mosaic Virus,Wilting,"Calcium, Potassium","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Blueberry,Leaf Blight,Fungal patches,"Potassium, Sulfur","Acetamiprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Blueberry,Rust,Wilting,"Sulfur, Nitrogen","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Blueberry,Powdery Mildew,Water-soaked lesions,"Phosphorous, Sulfur","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Blueberry,Downy Mildew,Wilting,"Phosphorous, Calcium","Permethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Blueberry,Root Rot,Yellowing leaves,"Phosphorous, Sulfur","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Blueberry,Wilt,Wilting,"Sulfur, Phosphorous","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Blueberry,Anthracnose,Fungal patches,"Potassium, Nitrogen","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Blueberry,Smut,Fungal patches,"Calcium, Nitrogen","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Blueberry,Scab,White powdery coating,"Potassium, Nitrogen","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Blueberry,Mosaic Virus,Dark spots,"Potassium, Sulfur","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Pomegranate,Leaf Blight,Fungal patches,"Magnesium, Sulfur","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pomegranate,Rust,Fungal patches,"Calcium, Nitrogen","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pomegranate,Powdery Mildew,Chlorosis,"Phosphorous, Nitrogen","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pomegranate,Downy Mildew,Water-soaked lesions,"Nitrogen, Sulfur","Lambda-cyhalothrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pomegranate,Root Rot,White powdery coating,"Magnesium, Calcium","Thiamethoxam, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pomegranate,Wilt,Dark spots,"Calcium, Magnesium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pomegranate,Anthracnose,Wilting,"Phosphorous, Magnesium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pomegranate,Smut,Leaf curling,"Phosphorous, Calcium","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Pomegranate,Scab,Stunted growth,"Sulfur, Phosphorous","Carbaryl, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Pomegranate,Mosaic Virus,Dark spots,"Phosphorous, Sulfur","Malathion, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coconut,Leaf Blight,Wilting,"Sulfur, Nitrogen","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coconut,Rust,Chlorosis,"Calcium, Potassium","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coconut,Powdery Mildew,Leaf curling,"Magnesium, Sulfur","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coconut,Downy Mildew,Wilting,"Calcium, Sulfur","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coconut,Root Rot,Stunted growth,"Sulfur, Potassium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coconut,Wilt,Water-soaked lesions,"Calcium, Potassium","Carbaryl, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coconut,Anthracnose,Yellowing leaves,"Sulfur, Phosphorous","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coconut,Smut,Necrotic areas,"Phosphorous, Magnesium","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coconut,Scab,Yellowing leaves,"Sulfur, Magnesium","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coconut,Mosaic Virus,Dark spots,"Potassium, Nitrogen","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Date Palm,Leaf Blight,Chlorosis,"Sulfur, Potassium","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Date Palm,Rust,Dark spots,"Potassium, Calcium","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Date Palm,Powdery Mildew,Yellowing leaves,"Nitrogen, Magnesium","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Date Palm,Downy Mildew,Water-soaked lesions,"Calcium, Magnesium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Date Palm,Root Rot,Fungal patches,"Magnesium, Potassium","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Date Palm,Wilt,Stunted growth,"Nitrogen, Magnesium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Date Palm,Anthracnose,Dark spots,"Sulfur, Magnesium","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Date Palm,Smut,Stunted growth,"Magnesium, Calcium","Chlorantraniliprole, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Date Palm,Scab,Water-soaked lesions,"Sulfur, Nitrogen","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Date Palm,Mosaic Virus,Stunted growth,"Nitrogen, Calcium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Olive,Leaf Blight,Wilting,"Phosphorous, Sulfur","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Olive,Rust,Yellowing leaves,"Sulfur, Phosphorous","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Olive,Powdery Mildew,Water-soaked lesions,"Nitrogen, Phosphorous","Permethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Olive,Downy Mildew,Fungal patches,"Calcium, Sulfur","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Olive,Root Rot,Dark spots,"Potassium, Magnesium","Acetamiprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Olive,Wilt,Leaf curling,"Nitrogen, Calcium","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Olive,Anthracnose,Stunted growth,"Magnesium, Sulfur","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Olive,Smut,White powdery coating,"Phosphorous, Nitrogen","Imidacloprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Olive,Scab,Chlorosis,"Magnesium, Nitrogen","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Olive,Mosaic Virus,Dark spots,"Calcium, Sulfur","Thiamethoxam, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Avocado,Leaf Blight,Water-soaked lesions,"Sulfur, Magnesium","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Avocado,Rust,Fungal patches,"Sulfur, Potassium","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Avocado,Powdery Mildew,Wilting,"Potassium, Calcium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Avocado,Downy Mildew,Stunted growth,"Potassium, Phosphorous","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Avocado,Root Rot,Chlorosis,"Nitrogen, Magnesium","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Avocado,Wilt,Stunted growth,"Sulfur, Calcium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Avocado,Anthracnose,White powdery coating,"Magnesium, Nitrogen","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Avocado,Smut,Dark spots,"Phosphorous, Potassium","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Avocado,Scab,Yellowing leaves,"Calcium, Phosphorous","Permethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Avocado,Mosaic Virus,Necrotic areas,"Magnesium, Phosphorous","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Guava,Leaf Blight,Stunted growth,"Nitrogen, Calcium","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Guava,Rust,Yellowing leaves,"Phosphorous, Sulfur","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Guava,Powdery Mildew,Leaf curling,"Phosphorous, Magnesium","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Guava,Downy Mildew,White powdery coating,"Phosphorous, Calcium","Permethrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Guava,Root Rot,Fungal patches,"Phosphorous, Calcium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Guava,Wilt,Stunted growth,"Magnesium, Calcium","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Guava,Anthracnose,Chlorosis,"Potassium, Magnesium","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Guava,Smut,Chlorosis,"Magnesium, Nitrogen","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Guava,Scab,Leaf curling,"Nitrogen, Potassium","Thiamethoxam, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Guava,Mosaic Virus,White powdery coating,"Phosphorous, Nitrogen","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lemon,Leaf Blight,White powdery coating,"Nitrogen, Potassium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lemon,Rust,Necrotic areas,"Nitrogen, Sulfur","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lemon,Powdery Mildew,Necrotic areas,"Potassium, Nitrogen","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lemon,Downy Mildew,Yellowing leaves,"Nitrogen, Magnesium","Chlorantraniliprole, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lemon,Root Rot,Chlorosis,"Nitrogen, Phosphorous","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lemon,Wilt,Stunted growth,"Nitrogen, Potassium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lemon,Anthracnose,Dark spots,"Magnesium, Potassium","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lemon,Smut,Chlorosis,"Magnesium, Phosphorous","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lemon,Scab,Necrotic areas,"Sulfur, Potassium","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lemon,Mosaic Virus,Fungal patches,"Magnesium, Calcium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Leaf Blight,Dark spots,"Nitrogen, Potassium","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Rust,Fungal patches,"Calcium, Sulfur","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Powdery Mildew,White powdery coating,"Potassium, Magnesium","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lime,Downy Mildew,Fungal patches,"Magnesium, Phosphorous","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Root Rot,Wilting,"Phosphorous, Potassium","Thiamethoxam, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lime,Wilt,Chlorosis,"Sulfur, Phosphorous","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Anthracnose,Chlorosis,"Nitrogen, Magnesium","Lambda-cyhalothrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lime,Smut,Wilting,"Potassium, Magnesium","Acetamiprid, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lime,Scab,Leaf curling,"Sulfur, Magnesium","Carbaryl, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lime,Mosaic Virus,White powdery coating,"Sulfur, Phosphorous","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Watermelon,Leaf Blight,Dark spots,"Magnesium, Nitrogen","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Watermelon,Rust,White powdery coating,"Magnesium, Sulfur","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Watermelon,Powdery Mildew,Necrotic areas,"Potassium, Nitrogen","Imidacloprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Watermelon,Downy Mildew,Wilting,"Sulfur, Nitrogen","Cypermethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Watermelon,Root Rot,Stunted growth,"Sulfur, Calcium","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Watermelon,Wilt,Leaf curling,"Sulfur, Calcium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Watermelon,Anthracnose,Leaf curling,"Magnesium, Phosphorous","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
